1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,4.0
1.0,1.0,1.0,4.0,4.0
1.0,1.0,4.0,4.0,5.0
1.0,4.0,4.0,5.0,7.0
4.0,4.0,5.0,7.0,7.0
4.0,5.0,7.0,7.0,7.0
5.0,7.0,7.0,7.0,11.0
7.0,7.0,7.0,11.0,16.0
7.0,7.0,11.0,16.0,21.0
7.0,11.0,16.0,21.0,22.0
11.0,16.0,21.0,22.0,22.0
16.0,21.0,22.0,22.0,22.0
21.0,22.0,22.0,22.0,24.0
22.0,22.0,22.0,24.0,24.0
22.0,22.0,24.0,24.0,40.0
22.0,24.0,24.0,40.0,40.0
24.0,24.0,40.0,40.0,74.0
24.0,40.0,40.0,74.0,84.0
40.0,40.0,74.0,84.0,94.0
40.0,74.0,84.0,94.0,110.0
74.0,84.0,94.0,110.0,110.0
2.0,10.0,12.0,23.0,33.0
10.0,12.0,23.0,33.0,38.0
12.0,23.0,33.0,38.0,42.0
23.0,33.0,38.0,42.0,51.0
33.0,38.0,42.0,51.0,55.0
38.0,42.0,51.0,55.0,59.0
42.0,51.0,55.0,59.0,64.0
51.0,55.0,59.0,64.0,70.0
55.0,59.0,64.0,70.0,76.0
59.0,64.0,70.0,76.0,89.0
64.0,70.0,76.0,89.0,104.0
70.0,76.0,89.0,104.0,123.0
76.0,89.0,104.0,123.0,146.0
89.0,104.0,123.0,146.0,174.0
104.0,123.0,146.0,174.0,186.0
123.0,146.0,174.0,186.0,197.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0,5.0
1.0,1.0,3.0,5.0,12.0
1.0,3.0,5.0,12.0,12.0
3.0,5.0,12.0,12.0,17.0
5.0,12.0,12.0,17.0,17.0
12.0,12.0,17.0,17.0,19.0
12.0,17.0,17.0,19.0,20.0
17.0,17.0,19.0,20.0,20.0
17.0,19.0,20.0,20.0,20.0
19.0,20.0,20.0,20.0,24.0
20.0,20.0,20.0,24.0,26.0
20.0,20.0,24.0,26.0,37.0
20.0,24.0,26.0,37.0,48.0
24.0,26.0,37.0,48.0,54.0
26.0,37.0,48.0,54.0,60.0
37.0,48.0,54.0,60.0,74.0
48.0,54.0,60.0,74.0,87.0
54.0,60.0,74.0,87.0,90.0
60.0,74.0,87.0,90.0,139.0
74.0,87.0,90.0,139.0,201.0
87.0,90.0,139.0,201.0,230.0
90.0,139.0,201.0,230.0,264.0
139.0,201.0,230.0,264.0,302.0
201.0,230.0,264.0,302.0,367.0
230.0,264.0,302.0,367.0,409.0
264.0,302.0,367.0,409.0,454.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2.0
1.0,1.0,1.0,2.0,39.0
1.0,1.0,2.0,39.0,39.0
1.0,2.0,39.0,39.0,53.0
2.0,39.0,39.0,53.0,75.0
39.0,39.0,53.0,75.0,88.0
39.0,53.0,75.0,88.0,113.0
53.0,75.0,88.0,113.0,133.0
75.0,88.0,113.0,133.0,164.0
88.0,113.0,133.0,164.0,188.0
113.0,133.0,164.0,188.0,224.0
133.0,164.0,188.0,224.0,267.0
164.0,188.0,224.0,267.0,308.0
1.0,2.0,2.0,3.0,3.0
2.0,2.0,3.0,3.0,3.0
2.0,3.0,3.0,3.0,4.0
3.0,3.0,3.0,4.0,4.0
3.0,3.0,4.0,4.0,5.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0,3.0
1.0,1.0,3.0,3.0,3.0
1.0,3.0,3.0,3.0,7.0
3.0,3.0,3.0,7.0,7.0
3.0,3.0,7.0,7.0,7.0
1.0,1.0,1.0,2.0,8.0
1.0,1.0,2.0,8.0,12.0
1.0,2.0,8.0,12.0,12.0
2.0,8.0,12.0,12.0,17.0
8.0,12.0,12.0,17.0,19.0
12.0,12.0,17.0,19.0,19.0
12.0,17.0,19.0,19.0,31.0
17.0,19.0,19.0,31.0,34.0
19.0,19.0,31.0,34.0,45.0
19.0,31.0,34.0,45.0,56.0
31.0,34.0,45.0,56.0,68.0
34.0,45.0,56.0,68.0,79.0
45.0,56.0,68.0,79.0,97.0
56.0,68.0,79.0,97.0,128.0
68.0,79.0,97.0,128.0,158.0
79.0,97.0,128.0,158.0,266.0
97.0,128.0,158.0,266.0,301.0
128.0,158.0,266.0,301.0,387.0
158.0,266.0,301.0,387.0,387.0
266.0,301.0,387.0,387.0,502.0
301.0,387.0,387.0,502.0,589.0
387.0,387.0,502.0,589.0,690.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,4.0
1.0,1.0,1.0,4.0,8.0
1.0,1.0,4.0,8.0,18.0
1.0,4.0,8.0,18.0,26.0
4.0,8.0,18.0,26.0,52.0
8.0,18.0,26.0,52.0,78.0
18.0,26.0,52.0,78.0,84.0
26.0,52.0,78.0,84.0,115.0
52.0,78.0,84.0,115.0,136.0
78.0,84.0,115.0,136.0,160.0
84.0,115.0,136.0,160.0,194.0
115.0,136.0,160.0,194.0,235.0
136.0,160.0,194.0,235.0,249.0
160.0,194.0,235.0,249.0,265.0
194.0,235.0,249.0,265.0,290.0
235.0,249.0,265.0,290.0,329.0
249.0,265.0,290.0,329.0,407.0
1.0,1.0,1.0,2.0,2.0
1.0,1.0,2.0,2.0,3.0
1.0,2.0,2.0,3.0,4.0
2.0,2.0,3.0,4.0,6.0
2.0,3.0,4.0,6.0,9.0
3.0,4.0,6.0,9.0,19.0
4.0,6.0,9.0,19.0,32.0
6.0,9.0,19.0,32.0,39.0
9.0,19.0,32.0,39.0,39.0
19.0,32.0,39.0,39.0,53.0
32.0,39.0,39.0,53.0,62.0
39.0,39.0,53.0,62.0,71.0
3.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,6.0
4.0,4.0,4.0,6.0,6.0
4.0,4.0,6.0,6.0,13.0
4.0,6.0,6.0,13.0,22.0
6.0,6.0,13.0,22.0,22.0
6.0,13.0,22.0,22.0,26.0
13.0,22.0,22.0,26.0,28.0
22.0,22.0,26.0,28.0,38.0
22.0,26.0,28.0,38.0,48.0
26.0,28.0,38.0,48.0,55.0
28.0,38.0,48.0,55.0,65.0
38.0,48.0,55.0,65.0,65.0
48.0,55.0,65.0,65.0,92.0
55.0,65.0,65.0,92.0,112.0
65.0,65.0,92.0,112.0,134.0
65.0,92.0,112.0,134.0,171.0
92.0,112.0,134.0,171.0,210.0
112.0,134.0,171.0,210.0,267.0
134.0,171.0,210.0,267.0,307.0
171.0,210.0,267.0,307.0,353.0
210.0,267.0,307.0,353.0,436.0
267.0,307.0,353.0,436.0,669.0
307.0,353.0,436.0,669.0,669.0
353.0,436.0,669.0,669.0,818.0
436.0,669.0,669.0,818.0,1029.0
669.0,669.0,818.0,1029.0,1219.0
669.0,818.0,1029.0,1219.0,1405.0
818.0,1029.0,1219.0,1405.0,1617.0
1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,3.0
1.0,1.0,1.0,3.0,3.0
1.0,1.0,3.0,3.0,5.0
1.0,3.0,3.0,5.0,5.0
3.0,3.0,5.0,5.0,6.0
3.0,5.0,5.0,6.0,6.0
5.0,5.0,6.0,6.0,12.0
5.0,6.0,6.0,12.0,12.0
6.0,6.0,12.0,12.0,15.0
1.0,3.0,2.0,3.0,2.0
3.0,2.0,3.0,2.0,2.0
