1.0,2.0,2.0,1.0,0.0
2.0,2.0,1.0,0.0,6.0
2.0,1.0,0.0,6.0,0.0
1.0,0.0,6.0,0.0,0.0
6.0,0.0,0.0,5.0,0.0
5.0,0.0,0.0,0.0,6.0
6.0,0.0,0.0,0.0,7.0
7.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,1.0,1.0
3.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,4.0,1.0
4.0,1.0,2.0,0.0,0.0
1.0,2.0,0.0,0.0,3.0
2.0,0.0,0.0,3.0,6.0
3.0,6.0,11.0,5.0,7.0
6.0,11.0,5.0,7.0,32.0
11.0,5.0,7.0,32.0,33.0
5.0,7.0,32.0,33.0,30.0
7.0,32.0,33.0,30.0,35.0
32.0,33.0,30.0,35.0,60.0
33.0,30.0,35.0,60.0,50.0
30.0,35.0,60.0,50.0,89.0
1.0,0.0,2.0,0.0,3.0
2.0,0.0,3.0,0.0,4.0
3.0,0.0,4.0,4.0,5.0
4.0,4.0,5.0,0.0,0.0
4.0,5.0,0.0,0.0,2.0
5.0,0.0,0.0,2.0,0.0
2.0,0.0,23.0,-20.0,0.0
23.0,-20.0,0.0,1.0,0.0
1.0,0.0,0.0,2.0,0.0
2.0,0.0,1.0,14.0,16.0
1.0,14.0,16.0,7.0,8.0
14.0,16.0,7.0,8.0,10.0
16.0,7.0,8.0,10.0,10.0
7.0,8.0,10.0,10.0,11.0
8.0,10.0,10.0,11.0,17.0
10.0,10.0,11.0,17.0,25.0
10.0,11.0,17.0,25.0,12.0
11.0,17.0,25.0,12.0,11.0
17.0,25.0,12.0,11.0,19.0
25.0,12.0,11.0,19.0,25.0
12.0,11.0,19.0,25.0,14.0
11.0,19.0,25.0,14.0,13.0
19.0,25.0,14.0,13.0,15.0
25.0,14.0,13.0,15.0,18.0
14.0,13.0,15.0,18.0,19.0
13.0,15.0,18.0,19.0,38.0
15.0,18.0,19.0,38.0,29.0
18.0,19.0,38.0,29.0,60.0
19.0,38.0,29.0,60.0,41.0
38.0,29.0,60.0,41.0,41.0
29.0,60.0,41.0,41.0,9.0
60.0,41.0,41.0,9.0,70.0
41.0,41.0,9.0,70.0,58.0
