47,50,58,67
50,58,67,72
58,67,72,75
67,72,75,77
72,75,77,81
75,77,81,84
77,81,84,84
81,84,84,85
84,84,85,85
84,85,85,89
85,85,89,89
85,89,89,91
89,89,91,93
89,91,93,93
91,93,93,93
93,93,93,102
93,93,102,106
93,102,106,108
102,106,108,110
106,108,110,110
108,110,110,117
110,110,117,130
110,117,130,138
117,130,138,150
130,138,150,150
138,150,150,160
150,150,160,178
150,160,178,178
160,178,178,200
178,178,200,212
178,200,212,226
200,212,226,243
212,226,243,266
226,243,266,313
243,266,313,345
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
3,4,4,4
4,4,4,7
4,4,7,8
4,7,8,8
7,8,8,8
8,8,8,8
8,8,8,8
8,8,8,10
8,8,10,12
8,10,12,12
10,12,12,12
12,12,12,16
12,12,16,16
12,16,16,18
16,16,18,18
16,18,18,18
18,18,18,19
18,18,19,19
18,19,19,22
19,19,22,22
19,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,22
22,22,22,23
22,22,23,23
22,23,23,25
23,23,25,29
23,25,29,29
25,29,29,36
29,29,36,50
29,36,50,50
36,50,50,83
50,50,83,93
50,83,93,99
83,93,99,117
93,99,117,129
99,117,129,149
117,129,149,149
129,149,149,197
149,149,197,238
149,197,238,428
197,238,428,566
238,428,566,673
428,566,673,790
566,673,790,900
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,4
2,2,4,4
2,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,5
4,4,5,5
4,5,5,5
5,5,5,5
5,5,5,6
5,5,6,6
5,6,6,6
6,6,6,6
6,6,6,7
6,6,7,7
6,7,7,7
7,7,7,7
7,7,7,8
7,7,8,8
7,8,8,8
8,8,8,9
8,8,9,12
8,9,12,13
9,12,13,21
12,13,21,21
13,21,21,27
21,21,27,32
21,27,32,32
27,32,32,39
32,32,39,46
32,39,46,64
39,46,64,64
46,64,64,73
64,64,73,103
64,73,103,103
73,103,103,186
103,103,186,231
3,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,6
4,4,6,6
4,6,6,13
6,6,13,22
6,13,22,22
13,22,22,26
22,22,26,28
22,26,28,38
26,28,38,48
28,38,48,55
38,48,55,65
48,55,65,65
55,65,65,92
65,65,92,112
65,92,112,134
92,112,134,171
112,134,171,210
134,171,210,267
171,210,267,307
1,1,1,1
1,1,1,2
1,1,2,3
1,2,3,4
2,3,4,4
3,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,4
4,4,4,7
4,4,7,7
4,7,7,9
7,7,9,9
7,9,9,10
9,9,10,10
9,10,10,10
10,10,10,11
10,10,11,11
10,11,11,15
11,11,15,18
11,15,18,21
15,18,21,21
18,21,21,36
21,21,36,49
21,36,49,57
36,49,57,71
49,57,71,94
57,71,94,121
71,94,121,121
1,3,2,3
3,2,3,2
2,3,2,2
3,2,2,3
2,2,3,3
2,3,3,4
3,3,4,5
3,4,5,5
4,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,9
5,5,9,9
5,9,9,9
9,9,9,11
9,9,11,11
9,11,11,13
11,11,13,13
11,13,13,13
13,13,13,15
13,13,15,15
13,15,15,18
15,15,18,20
15,18,20,20
18,20,20,35
20,20,35,46
20,35,46,61
35,46,61,68
46,61,68,78
61,68,78,94
68,78,94,144
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,3
2,2,3,3
2,3,3,5
3,3,5,7
3,5,7,7
5,7,7,7
7,7,7,33
7,7,33,35
7,33,35,37
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,6
2,2,6,10
2,6,10,18
6,10,18,28
10,18,28,44
18,28,44,51
28,44,51,60
1,4,4,4
4,4,4,5
4,4,5,8
4,5,8,10
5,8,10,12
8,10,12,12
10,12,12,12
12,12,12,12
12,12,12,13
12,12,13,13
12,13,13,14
13,13,14,14
13,14,14,16
14,14,16,16
14,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,16
16,16,16,17
16,16,17,27
16,17,27,46
17,27,46,48
27,46,48,79
46,48,79,130
48,79,130,159
79,130,159,196
130,159,196,262
159,196,262,482
196,262,482,670
262,482,670,799
482,670,799,1040
670,799,1040,1176
799,1040,1176,1457
1040,1176,1457,1908
1176,1457,1908,2078
1457,1908,2078,3675
1908,2078,3675,4585
2078,3675,4585,5795
3675,4585,5795,7272
4585,5795,7272,9257
5795,7272,9257,12327
7272,9257,12327,15320
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,3
2,2,3,6
2,3,6,6
3,6,6,6
6,6,6,6
6,6,6,12
6,6,12,15
6,12,15,15
12,15,15,23
15,15,23,30
15,23,30,40
23,30,40,59
30,40,59,59
40,59,59,155
59,59,155,225
59,155,225,244
155,225,244,277
225,244,277,321
244,277,321,336
277,321,336,400
4,4,4,4
4,4,4,5
4,4,5,5
4,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,7
5,5,7,7
5,7,7,8
7,7,8,8
7,8,8,8
8,8,8,8
8,8,8,8
8,8,8,8
8,8,8,9
8,8,9,9
8,9,9,9
9,9,9,9
9,9,9,9
9,9,9,9
9,9,9,13
9,9,13,13
9,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,19
13,13,19,21
13,19,21,21
19,21,21,21
21,21,21,27
21,21,27,27
21,27,27,29
27,27,29,29
27,29,29,45
29,29,45,45
29,45,45,45
45,45,45,74
45,45,74,74
45,74,74,85
74,74,85,85
74,85,85,85
85,85,85,98
85,85,98,98
85,98,98,98
98,98,98,113
98,98,113,140
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,2
2,2,2,3
2,2,3,3
2,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,5
3,3,5,6
3,5,6,10
5,6,10,20
6,10,20,33
10,20,33,49
20,33,49,52
33,49,52,64
49,52,64,111
52,64,111,140
64,111,140,142
111,140,142,187
140,142,187,202
142,187,202,217
1,1,1,2
1,1,2,3
1,2,3,3
2,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,5
3,3,5,5
3,5,5,28
5,5,28,30
5,28,30,31
28,30,31,34
30,31,34,39
31,34,39,43
34,39,43,56
39,43,56,62
43,56,62,73
56,62,73,82
62,73,82,102
73,82,102,113
82,102,113,119
102,113,119,142
113,119,142,156
119,142,156,194
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,3
2,2,3,3
2,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,3
3,3,3,20
3,3,20,62
3,20,62,155
20,62,155,229
62,155,229,322
155,229,322,453
229,322,453,655
322,453,655,888
453,655,888,1128
655,888,1128,1694
888,1128,1694,2036
1128,1694,2036,2502
1694,2036,2502,3089
2036,2502,3089,3858
2502,3089,3858,4636
3089,3858,4636,5883
3858,4636,5883,7375
4636,5883,7375,9172
5883,7375,9172,10149
7375,9172,10149,12462
9172,10149,12462,12462
10149,12462,12462,17660
12462,12462,17660,21157
12462,17660,21157,24747
17660,21157,24747,27980
21157,24747,27980,31506
24747,27980,31506,35713
27980,31506,35713,41035
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,7
1,2,7,7
2,7,7,12
7,7,12,14
7,12,14,15
12,14,15,21
14,15,21,35
15,21,35,94
21,35,94,101
35,94,101,161
94,101,161,203
101,161,203,248
161,203,248,355
203,248,355,500
248,355,500,599
355,500,599,814
500,599,814,961
599,814,961,1022
814,961,1022,1103
961,1022,1103,1190
1022,1103,1190,1279
1103,1190,1279,1439
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,6
2,2,6,13
2,6,13,15
6,13,15,32
13,15,32,45
15,32,45,84
32,45,84,120
45,84,120,165
84,120,165,222
120,165,222,259
165,222,259,400
222,259,400,500
259,400,500,673
400,500,673,1073
500,673,1073,1695
673,1073,1695,2277
1073,1695,2277,2277
1695,2277,2277,5232
2277,2277,5232,6391
2277,5232,6391,7798
5232,6391,7798,9942
6391,7798,9942,11748
7798,9942,11748,13910
9942,11748,13910,17963
1,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,3
2,2,3,3
2,3,3,3
3,3,3,3
3,3,3,5
3,3,5,5
3,5,5,7
5,5,7,7
5,7,7,7
7,7,7,7
7,7,7,7
7,7,7,9
7,7,9,9
7,9,9,16
9,9,16,19
9,16,19,20
16,19,20,29
19,20,29,29
20,29,29,37
29,29,37,42
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,8
1,2,8,13
2,8,13,23
8,13,23,50
13,23,50,109
23,50,109,169
50,109,169,200
109,169,200,239
169,200,239,267
200,239,267,314
239,267,314,314
267,314,314,559
314,314,559,689
314,559,689,886
559,689,886,1058
689,886,1058,1243
886,1058,1243,1486
1058,1243,1486,1795
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,3
2,2,3,15
2,3,15,15
3,15,15,49
15,15,49,55
15,49,55,59
49,55,59,60
55,59,60,67
59,60,67,80
60,67,80,109
67,80,109,110
80,109,110,150
109,110,150,196
110,150,196,196
150,196,196,256
4,7,7,7
7,7,7,7
7,7,7,7
7,7,7,8
7,7,8,8
7,8,8,0
8,8,0,0
8,0,0,0
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,4
2,2,4,10
2,4,10,13
4,10,13,13
10,13,13,13
13,13,13,16
13,13,16,22
13,16,22,22
16,22,22,32
22,22,32,32
22,32,32,41
32,32,41,61
32,41,61,61
41,61,61,77
61,61,77,93
61,77,93,110
77,93,110,99
93,110,99,120
110,99,120,133
99,120,133,157
1,1,5,7
1,5,7,7
5,7,7,13
7,7,13,19
7,13,19,26
13,19,26,32
19,26,32,35
26,32,35,35
32,35,35,40
35,35,40,54
35,40,54,60
40,54,60,60
54,60,60,71
60,60,71,71
60,71,71,71
71,71,71,101
71,71,101,110
71,101,110,116
101,110,116,124
110,116,124,154
116,124,154,164
124,154,164,192
2,2,4,4
2,4,4,4
4,4,4,6
4,4,6,6
4,6,6,6
6,6,6,12
6,6,12,15
6,12,15,16
12,15,16,16
15,16,16,16
16,16,16,16
16,16,16,16
16,16,16,18
16,16,18,18
16,18,18,18
18,18,18,19
18,18,19,19
18,19,19,22
19,19,22,22
19,22,22,24
22,22,24,39
22,24,39,48
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,4
1,1,4,4
1,4,4,5
4,4,5,7
4,5,7,7
5,7,7,7
7,7,7,11
7,7,11,16
7,11,16,21
11,16,21,22
16,21,22,22
21,22,22,22
1,23,33,33
23,33,33,36
33,33,36,41
33,36,41,47
36,41,47,49
41,47,49,49
47,49,49,52
49,49,52,55
49,52,55,60
52,55,60,85
55,60,85,85
60,85,85,95
85,85,95,110
85,95,110,195
95,110,195,195
110,195,195,189
195,195,189,210
195,189,210,214
189,210,214,214
210,214,214,228
214,214,228,256
214,228,256,278
1,11,26,43
11,26,43,45
26,43,45,45
43,45,45,45
45,45,45,56
45,45,56,56
45,56,56,56
56,56,56,58
56,56,58,58
56,58,58,61
58,58,61,64
58,61,64,64
61,64,64,69
64,64,69,72
64,69,72,80
69,72,80,80
72,80,80,104
80,80,104,112
80,104,112,123
104,112,123,130
112,123,130,142
123,130,142,148
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,3
1,1,3,5
1,3,5,12
3,5,12,12
5,12,12,17
12,12,17,17
12,17,17,19
17,17,19,20
17,19,20,20
19,20,20,20
20,20,20,24
20,20,24,26
20,24,26,37
24,26,37,48
26,37,48,54
37,48,54,60
48,54,60,74
54,60,74,87
1,3,3,5
3,3,5,6
3,5,6,7
5,6,7,7
6,7,7,9
7,7,9,10
7,9,10,10
9,10,10,11
10,10,11,12
10,11,12,12
11,12,12,12
12,12,12,14
12,12,14,19
12,14,19,19
14,19,19,32
19,19,32,38
19,32,38,49
32,38,49,57
38,49,57,65
49,57,65,81
57,65,81,105
1,1,8,8
1,8,8,18
8,8,18,27
8,18,27,42
18,27,42,56
27,42,56,90
42,56,90,114
56,90,114,214
90,114,214,268
114,214,268,337
214,268,337,374
268,337,374,491
337,374,491,652
374,491,652,652
491,652,652,1139
652,652,1139,1359
652,1139,1359,2200
1139,1359,2200,2200
1359,2200,2200,2700
2200,2200,2700,3028
2200,2700,3028,4075
2,2,3,3
2,3,3,9
3,3,9,14
3,9,14,18
9,14,18,21
14,18,21,29
18,21,29,41
21,29,41,55
29,41,55,79
41,55,79,104
55,79,104,131
79,104,131,182
104,131,182,246
131,182,246,302
182,246,302,504
246,302,504,655
302,504,655,860
504,655,860,1018
655,860,1018,1332
860,1018,1332,1646
1018,1332,1646,2013
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,3
1,2,3,4
2,3,4,7
3,4,7,10
4,7,10,10
7,10,10,12
10,10,12,15
10,12,15,20
12,15,20,37
15,20,37,43
20,37,43,61
37,43,61,61
43,61,61,83
61,61,83,109
61,83,109,131
83,109,131,161
109,131,161,193
131,161,193,251
161,193,251,255
193,251,255,337
251,255,337,433
255,337,433,677
2,2,2,4
2,2,4,4
2,4,4,4
4,4,4,5
4,4,5,5
4,5,5,5
5,5,5,6
5,5,6,6
5,6,6,6
6,6,6,6
6,6,6,16
6,6,16,19
6,16,19,20
16,19,20,28
19,20,28,31
20,28,31,53
28,31,53,136
31,53,136,236
53,136,236,299
136,236,299,454
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,4
2,2,4,4
2,4,4,13
4,4,13,13
4,13,13,20
13,13,20,25
13,20,25,31
20,25,31,38
25,31,38,52
31,38,52,151
38,52,151,151
52,151,151,162
151,151,162,200
151,162,200,321
162,200,321,372
200,321,372,621
1,1,1,1
1,1,1,3
1,1,3,3
1,3,3,3
3,3,3,3
3,3,3,4
3,3,4,4
3,4,4,4
4,4,4,13
4,4,13,15
4,13,15,15
13,15,15,24
15,15,24,24
15,24,24,25
24,24,25,30
24,25,30,33
25,30,33,33
30,33,33,34
33,33,34,38
33,34,38,40
1,3,4,4
3,4,4,7
4,4,7,7
4,7,7,7
7,7,7,9
7,7,9,31
7,9,31,45
9,31,45,46
31,45,46,73
45,46,73,73
46,73,73,89
73,73,89,99
73,89,99,99
89,99,99,190
99,99,190,228
99,190,228,331
190,228,331,331
228,331,331,387
331,331,387,418
331,387,418,418
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,3
1,1,3,3
1,3,3,3
3,3,3,3
3,3,3,7
3,3,7,7
3,7,7,7
7,7,7,14
7,7,14,14
7,14,14,14
14,14,14,18
14,14,18,26
14,18,26,35
18,26,35,48
1,1,6,15
1,6,15,19
6,15,19,25
15,19,25,32
19,25,32,56
25,32,56,87
32,56,87,108
56,87,108,147
87,108,147,176
108,147,176,205
147,176,205,400
176,205,400,598
205,400,598,702
400,598,702,996
598,702,996,1090
702,996,1090,1221
996,1090,1221,1333
1090,1221,1333,1463
1221,1333,1463,1550
1333,1463,1550,1746
1,1,3,3
1,3,3,3
3,3,3,3
3,3,3,3
3,3,3,4
3,3,4,6
3,4,6,9
4,6,9,9
6,9,9,15
9,9,15,15
9,15,15,25
15,15,25,45
15,25,45,49
25,45,49,89
45,49,89,123
49,89,123,131
89,123,131,158
123,131,158,184
131,158,184,260
158,184,260,277
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,3
2,2,3,10
2,3,10,10
3,10,10,10
10,10,10,10
10,10,10,12
10,10,12,16
10,12,16,16
12,16,16,79
16,16,79,115
16,79,115,171
79,115,171,205
115,171,205,225
171,205,225,258
205,225,258,267
1,1,1,1
1,1,1,8
1,1,8,10
1,8,10,16
8,10,16,21
10,16,21,21
16,21,21,23
21,21,23,36
21,23,36,36
23,36,36,51
36,36,51,62
36,51,62,69
51,62,69,80
62,69,80,80
69,80,80,101
80,80,101,109
80,101,109,109
101,109,109,119
109,109,119,119
1,1,1,1
1,1,1,1
1,1,1,6
1,1,6,6
1,6,6,6
6,6,6,6
6,6,6,6
6,6,6,6
6,6,6,9
6,6,9,9
6,9,9,12
9,9,12,27
9,12,27,27
12,27,27,27
27,27,27,36
27,27,36,36
27,36,36,51
36,36,51,51
1,1,3,6
1,3,6,11
3,6,11,26
6,11,26,34
11,26,34,43
26,34,43,50
34,43,50,50
43,50,50,58
50,50,58,69
50,58,69,85
58,69,85,103
69,85,103,134
85,103,134,156
103,134,156,171
134,156,171,180
156,171,180,220
171,180,220,250
180,220,250,330
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,3
1,1,3,3
1,3,3,6
3,3,6,8
3,6,8,12
6,8,12,17
8,12,17,25
12,17,25,27
17,25,27,36
1,4,5,5
4,5,5,5
5,5,5,5
5,5,5,5
5,5,5,6
5,5,6,6
5,6,6,7
6,6,7,7
6,7,7,7
7,7,7,8
7,7,8,12
7,8,12,12
8,12,12,26
12,12,26,41
12,26,41,53
26,41,53,82
41,53,82,93
53,82,93,118
1,1,1,1
1,1,1,1
1,1,1,3
1,1,3,3
1,3,3,4
3,3,4,5
3,4,5,5
4,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,5
5,5,5,6
5,5,6,8
5,6,8,8
6,8,8,12
8,8,12,20
8,12,20,28
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,3
2,2,3,8
2,3,8,8
2,2,2,2
2,2,2,2
2,2,2,3
2,2,3,3
2,3,3,3
3,3,3,3
3,3,3,4
3,3,4,6
3,4,6,9
4,6,9,9
6,9,9,14
9,9,14,17
9,14,17,17
14,17,17,28
17,17,28,31
17,28,31,35
28,31,35,52
1,1,1,2
1,1,2,6
1,2,6,6
2,6,6,18
6,6,18,18
6,18,18,19
18,18,19,21
18,19,21,34
19,21,34,43
21,34,43,43
34,43,43,90
43,43,90,129
43,90,129,129
90,129,129,169
129,129,169,223
129,169,223,292
169,223,292,557
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,3
2,2,3,3
2,3,3,5
3,3,5,7
3,5,7,19
5,7,19,34
7,19,34,51
19,34,51,59
34,51,59,77
51,59,77,140
59,77,140,203
77,140,203,335
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,2
1,1,2,2
1,2,2,2
2,2,2,2
2,2,2,7
2,2,7,7
2,7,7,7
7,7,7,7
1,3,3,7
3,3,7,8
3,7,8,8
7,8,8,8
8,8,8,8
8,8,8,15
8,8,15,18
8,15,18,24
15,18,24,262
18,24,262,262
24,262,262,320
262,262,320,337
262,320,337,401
320,337,401,439
337,401,439,439
401,439,439,452
439,439,452,460
6,6,7,10
6,7,10,13
7,10,13,13
10,13,13,13
13,13,13,14
13,13,14,15
13,14,15,15
14,15,15,17
15,15,17,17
15,17,17,17
17,17,17,28
17,17,28,28
17,28,28,37
28,28,37,58
28,37,58,111
37,58,111,199
3,3,3,3
3,3,3,6
3,3,6,6
3,6,6,9
6,6,9,9
6,9,9,9
9,9,9,11
9,9,11,11
9,11,11,11
11,11,11,15
11,11,15,15
11,15,15,23
15,15,23,15
15,23,15,28
23,15,28,28
15,28,28,44
1,1,1,1
1,1,1,1
1,1,1,1
